"uit","upt","ultg","gi"
P3BS,UPT BANDA ACEH,ULTG MEULABOH,TRS 150KV NAGAN-SIGLI
P3BS,UPT BANDA ACEH,ULTG MEULABOH,TRS 150KV NAGAN-MLBOH
P3BS,UPT BANDA ACEH,ULTG MEULABOH,TRS 150KV NAGAN-BLDPI
P3BS,UPT BANDA ACEH,ULTG MEULABOH,TRS 275KV GTMPG-NAGAN
P3BS,UPT BANDA ACEH,ULTG MEULABOH,GI 150KV NAGAN RAYA
P3BS,UPT BANDA ACEH,ULTG MEULABOH,GI 150KV MEULABOH
P3BS,UPT BANDA ACEH,ULTG MEULABOH,GI 150KV BLANG PIDIE
P3BS,UPT BANDA ACEH,ULTG MEULABOH,GITET 275 KV NAGAN
P3BS,UPT BANDA ACEH,ULTG LANGSA,TRS 150KV INC GI GARUN
P3BS,UPT BANDA ACEH,ULTG LANGSA,TRS 150KV ARUN-BIRUN
P3BS,UPT BANDA ACEH,ULTG LANGSA,TRS 150KV LSMWE-ARUN
P3BS,UPT BANDA ACEH,ULTG LANGSA,TRS 150KV PBDAN-LNGSA
P3BS,UPT BANDA ACEH,ULTG LANGSA,TRS 150KV LNGSA-TLCUT
P3BS,UPT BANDA ACEH,ULTG LANGSA,TRS 150KV LNGSA -LSMWE
P3BS,UPT BANDA ACEH,ULTG LANGSA,TRS 150KV INC GI PLABU
P3BS,UPT BANDA ACEH,ULTG LANGSA,TRS 150KV INC GI GIDIE
P3BS,UPT BANDA ACEH,ULTG LANGSA,TRS 150KV LSMWE-BIRUN
P3BS,UPT BANDA ACEH,ULTG LANGSA,GI 150KV LHOKSEUMAWE
P3BS,UPT BANDA ACEH,ULTG LANGSA,GITET 275KV ARUN
P3BS,UPT BANDA ACEH,ULTG LANGSA,GI 150KV LANGSA
P3BS,UPT BANDA ACEH,ULTG LANGSA,GI 150KV TUALANG CUT
P3BS,UPT BANDA ACEH,ULTG LANGSA,GI 150KV IDIE
P3BS,UPT BANDA ACEH,ULTG LANGSA,GI 150KV PANTON LABU
P3BS,UPT BANDA ACEH,ULTG LANGSA,GI 150KV ARUN
P3BS,UPT BATURAJA,ULTG BATURAJA,TRS 150KV BKSAM-BTRJA
P3BS,UPT BATURAJA,ULTG BATURAJA,TRS 150KV BTRJA-PTSMN
P3BS,UPT BATURAJA,ULTG BATURAJA,TRS 150KV MTPRA-MRDUA
P3BS,UPT BATURAJA,ULTG BATURAJA,TRS 150KV SMBGSL-BTRJA
P3BS,UPT BATURAJA,ULTG BATURAJA,TRS 150KV MTPRA-INCMR
P3BS,UPT BATURAJA,ULTG BATURAJA,TRS 150KV BLMPU-INCMR
P3BS,UPT BATURAJA,ULTG BATURAJA,GI 150KV PLTU SUMBAGSEL 1
P3BS,UPT BATURAJA,ULTG BATURAJA,GI 150KV BUKIT ASAM
P3BS,UPT BATURAJA,ULTG BATURAJA,GI 150KV BATURAJA
P3BS,UPT BATURAJA,ULTG BATURAJA,GI 150KV BLAMBANGAN UMPU
P3BS,UPT BATURAJA,ULTG BATURAJA,GI 150KV MARTAPURA
P3BS,UPT BATURAJA,ULTG BATURAJA,GI 150KV MUARA DUA
P3BS,UPT BATURAJA,ULTG PRABUMULIH,TRS 150KV PBLIH-SPTGA
P3BS,UPT BATURAJA,ULTG PRABUMULIH,TRS 150KV GUMEG-PNDPO
P3BS,UPT BATURAJA,ULTG PRABUMULIH,TRS 150KV SBING-PNDPO
P3BS,UPT BATURAJA,ULTG PRABUMULIH,TRS 150KV PNDPO-PBLIH
P3BS,UPT BATURAJA,ULTG PRABUMULIH,TRS 150KV SBING-LAHAT
P3BS,UPT BATURAJA,ULTG PRABUMULIH,TRS 150KV SPTGA-KRSAN
P3BS,UPT BATURAJA,ULTG PRABUMULIH,TRS 150KV GUMEG-PBLIH
P3BS,UPT BATURAJA,ULTG PRABUMULIH,TRS 150KV BKSAM-GUMEG
P3BS,UPT BATURAJA,ULTG PRABUMULIH,GI 150KV PRABUMULIH
P3BS,UPT BATURAJA,ULTG PRABUMULIH,GI 150KV SIMPANG TIGA
P3BS,UPT BATURAJA,ULTG PRABUMULIH,GI 150KV GUNUNG MEGANG
P3BS,UPT BATURAJA,ULTG PRABUMULIH,GI 150KV PENDOPO
P3BS,UPT BATURAJA,ULTG MUARA ENIM,TRS 275KV MENIM-GMWNG
P3BS,UPT BATURAJA,ULTG MUARA ENIM,TRS 275KV LMBAI-MENIM
P3BS,UPT BATURAJA,ULTG MUARA ENIM,TRS 500KV SMSL8-MENIM
P3BS,UPT BATURAJA,ULTG MUARA ENIM,TRS 150KV RTDAP-LMBAI
P3BS,UPT BATURAJA,ULTG MUARA ENIM,TRS 150KV PLTP PTLMB-LMBAI
P3BS,UPT BATURAJA,ULTG MUARA ENIM,TRS 150KV RTDAP-LMBAI
P3BS,UPT BATURAJA,ULTG MUARA ENIM,TRS 275KV LMBAI-MENIM
P3BS,UPT BATURAJA,ULTG MUARA ENIM,TRS 150KV PTLMB-LMBAI
P3BS,UPT BATURAJA,ULTG MUARA ENIM,GI 150KV PLTP LUMUT BALAI
P3BS,UPT BATURAJA,ULTG MUARA ENIM,GI 150KV PLTP RANTAU DADAP
P3BS,UPT BATURAJA,ULTG MUARA ENIM,GI 150KV PLTP RANTAU DADAP
P3BS,UPT BATURAJA,ULTG MUARA ENIM,GITET 275 KV LUMUT BALAI
P3BS,UPT BATURAJA,ULTG MUARA ENIM,GI 150KV LUMUT BALAI
P3BS,UPT BATURAJA,ULTG MUARA ENIM,GITET 275 KV MUARA ENIM
P3BS,UPT BATURAJA,ULTG MUARA ENIM,GITET 500KV MUARA ENIM
P3BS,UPT BATURAJA,ULTG MUARA ENIM,GITET 500KV PLTU SUMSEL 8
P3BS,UPT BENGKULU,ULTG BATURAJA,TRS 150KV BLMPU INCMR
P3BS,UPT BENGKULU,ULTG BATURAJA,GI 150KV BATURAJA
P3BS,UPT BENGKULU,ULTG BATURAJA,GI 150KV BATURAJA
P3BS,UPT BENGKULU,ULTG BATURAJA,GI 150KV BLAMBANGAN UMPU
P3BS,UPT BENGKULU,ULTG BATURAJA,GI 150KV BLAMBANGAN UMPU
P3BS,UPT BENGKULU,ULTG BATURAJA,GIS 150KV PT SEMEN BATURAJA
P3BS,UPT BENGKULU,ULTG BATURAJA,GI 150KV MARTAPURA
P3BS,UPT BENGKULU,ULTG BATURAJA,GI 150KV MUARA DUA
P3BS,UPT BENGKULU,ULTG BATURAJA,GITET 275 KV LUMUT BALAI
P3BS,UPT BENGKULU,ULTG LAHAT,GI 150KV EMPAT LAWANG
P3BS,UPT BENGKULU,ULTG LAHAT,TRS 150KV LAHAT-PGLAM
P3BS,UPT BENGKULU,ULTG LAHAT,TRS 150KV PGLAM-MANNA
P3BS,UPT BENGKULU,ULTG LAHAT,TRS 150KV BJSRI-LAHAT
P3BS,UPT BENGKULU,ULTG LAHAT,TRS 150KV BKSAM-LAHAT
P3BS,UPT BENGKULU,ULTG LAHAT,TRS 150KV SBING-LAHAT
P3BS,UPT BENGKULU,ULTG LAHAT,TRS 150KV KBAGN-LAHAT
P3BS,UPT BENGKULU,ULTG LAHAT,TRS 275KV LAHAT-LMBAI
P3BS,UPT BENGKULU,ULTG LAHAT,TRS 150KV PNDPO-LAHAT
P3BS,UPT BENGKULU,ULTG LAHAT,TRS 150KV MANNA-BNHAN
P3BS,UPT BENGKULU,ULTG LAHAT,TRS 150KV INCOMER LAHAT
P3BS,UPT BENGKULU,ULTG LAHAT,GI 150KV LAHAT
P3BS,UPT BENGKULU,ULTG LAHAT,GI 150KV PLTU KEBAN AGUNG
P3BS,UPT BENGKULU,ULTG LAHAT,GITET 275KV LAHAT
P3BS,UPT BENGKULU,ULTG LAHAT,GI 150KV BINTUHAN
P3BS,UPT BENGKULU,ULTG LAHAT,GI 150KV BUKIT ASAM
P3BS,UPT BENGKULU,ULTG LAHAT,GI 150KV SIMPANG BELIMBING
P3BS,UPT BENGKULU,ULTG LAHAT,GI 150KV BUKIT ASAM
P3BS,UPT BENGKULU,ULTG LAHAT,GI 150KV PAGAR ALAM
P3BS,UPT BENGKULU,ULTG LAHAT,GI 150KV MANNA
P3BS,UPT BENGKULU,ULTG LAHAT,GI 150KV SIMPANG BELIMBING
P3BS,UPT BENGKULU,ULTG LAHAT,PLTU 150KV KEBAN AGUNG
P3BS,UPT BENGKULU,ULTG LAHAT,PLTU 150KV BANJAR SARI
P3BS,UPT BENGKULU,ULTG PEKALONGAN,GI 150KV ARGA MAKMUR
P3BS,UPT BENGKULU,ULTG PEKALONGAN,GI 150KV EMPAT LAWANG
P3BS,UPT BENGKULU,ULTG PEKALONGAN,TRS 150KV PKLNG-PBAAI
P3BS,UPT BENGKULU,ULTG PEKALONGAN,TRS 150KV PKLGN-MUSI
P3BS,UPT BENGKULU,ULTG PEKALONGAN,TRS 150KV LBGAU-PKLGN
P3BS,UPT BENGKULU,ULTG PEKALONGAN,TRS 150KV PLTU BENGKULU-PULAU BAAI
P3BS,UPT BENGKULU,ULTG PEKALONGAN,TRS 70KV PKLGN-SKMDU
P3BS,UPT BENGKULU,ULTG PEKALONGAN,TRS 150KV LBGAU-EPLWG
P3BS,UPT BENGKULU,ULTG PEKALONGAN,TRS 275KV LAHAT-LBGAU
P3BS,UPT BENGKULU,ULTG PEKALONGAN,TRS 70KV TESS-PKLGN
P3BS,UPT BENGKULU,ULTG PEKALONGAN,TRS 150KV PBAAI-ARMUR
P3BS,UPT BENGKULU,ULTG PEKALONGAN,TRS 70KV ARPTH-TESS
P3BS,UPT BENGKULU,ULTG PEKALONGAN,TRS 150KV INCOMER LBGAU
P3BS,UPT BENGKULU,ULTG PEKALONGAN,GI 150KV LUBUK LINGGAU
P3BS,UPT BENGKULU,ULTG PEKALONGAN,GI ARGA MAKMUR BANK BATTERY 110VDC
P3BS,UPT BENGKULU,ULTG PEKALONGAN,GI ARGA MAKMUR PANEL PROTEKSI DAN METERING
P3BS,UPT BENGKULU,ULTG PEKALONGAN,GI ARGA MAKMUR RECTIFIER 110 VDC
P3BS,UPT BENGKULU,ULTG PEKALONGAN,GI EMPAT LAWANG BANK BATTERY 110VDC
P3BS,UPT BENGKULU,ULTG PEKALONGAN,GI EMPAT LAWANG PANEL PROTEKSI DAN METERING
P3BS,UPT BENGKULU,ULTG PEKALONGAN,GI EMPAT LAWANG RECTIFIER 110 VDC
P3BS,UPT BENGKULU,ULTG PEKALONGAN,GITET 275KV LUBUK LINGGAU
P3BS,UPT BENGKULU,ULTG PEKALONGAN,GI 70KV SUKAMERINDU
P3BS,UPT BENGKULU,ULTG PEKALONGAN,GI 150KV PEKALONGAN
P3BS,UPT BENGKULU,ULTG PEKALONGAN,GI 70KV TES
P3BS,UPT BENGKULU,ULTG PEKALONGAN,GI 150KV MUSI
P3BS,UPT BENGKULU,ULTG PEKALONGAN,GI 150KV PULAU BAI
P3BS,UPT BENGKULU,ULTG PEKALONGAN,GI 70KV PEKALONGAN
P3BS,UPT JAMBI,ULTG AUR DURI,GI 150KV BAYUNG LINCIR
P3BS,UPT JAMBI,ULTG AUR DURI,TRS 150KV MTEBO-ADURI
P3BS,UPT JAMBI,ULTG AUR DURI,TRS 150KV INC-NADRI
P3BS,UPT JAMBI,ULTG AUR DURI,TRS 150KV MBLAN-ADURI
P3BS,UPT JAMBI,ULTG AUR DURI,TRS 500KV NADRI-PERANAP
P3BS,UPT JAMBI,ULTG AUR DURI,TRS 150KV KTKAL-PBDAG
P3BS,UPT JAMBI,ULTG AUR DURI,TRS 150KV ADURI-PSLCH
P3BS,UPT JAMBI,ULTG AUR DURI,TRS 150KV MBLAN-SRLGN
P3BS,UPT JAMBI,ULTG AUR DURI,TRS 150KV INCOMER GI MBLAN
P3BS,UPT JAMBI,ULTG AUR DURI,TRS 275KV SMSL5-NADRI
P3BS,UPT JAMBI,ULTG AUR DURI,TRS 150KV ADURI-PHI INC NADRI
P3BS,UPT JAMBI,ULTG AUR DURI,TRS 150KV SGLAM-PHI INC NADRI
P3BS,UPT JAMBI,ULTG AUR DURI,TRS 150KV INCMER-MSBAK
P3BS,UPT JAMBI,ULTG AUR DURI,TRS 150KV MSBAK - KTKAL
P3BS,UPT JAMBI,ULTG AUR DURI,TRS 150KV ADURI-NADRI
P3BS,UPT JAMBI,ULTG AUR DURI,TRS 150KV ADURI-MSBAK
P3BS,UPT JAMBI,ULTG AUR DURI,TRS 150KV PSLCH-MSBAK
P3BS,UPT JAMBI,ULTG AUR DURI,TRS 150KV SGLAM-NADRI
P3BS,UPT JAMBI,ULTG AUR DURI,GI 150KV PAYO SELINCAH
P3BS,UPT JAMBI,ULTG AUR DURI,GI 150KV PELABUHAN DAGANG
P3BS,UPT JAMBI,ULTG AUR DURI,GI 150KV PELABUHAN DAGANG
P3BS,UPT JAMBI,ULTG AUR DURI,GI 150KV SEI GELAM
P3BS,UPT JAMBI,ULTG AUR DURI,GI 150 KV SEI GELAM
P3BS,UPT JAMBI,ULTG AUR DURI,GI 150 KV SEI GELAM
P3BS,UPT JAMBI,ULTG AUR DURI,GI 150 KV AUR DURI
P3BS,UPT JAMBI,ULTG AUR DURI,GI 150 KV PAYO SELINCAH
P3BS,UPT JAMBI,ULTG AUR DURI,GI 150 KV MUARA BULIAN
P3BS,UPT JAMBI,ULTG AUR DURI,GI 150KV MUARA SABAK
P3BS,UPT JAMBI,ULTG AUR DURI,GI 150 KV BAYUNG LINCIR
P3BS,UPT JAMBI,ULTG AUR DURI,GI 150KV SAROLANGUN
P3BS,UPT JAMBI,ULTG AUR DURI,GITET 275KV NEW AUR DURI
P3BS,UPT JAMBI,ULTG AUR DURI,GI 275KV NEW AUR DURI
P3BS,UPT JAMBI,ULTG AUR DURI,GI 150KV NEW AUR DURI
P3BS,UPT JAMBI,ULTG AUR DURI,GI 150KV KUALA TUNGKAL
P3BS,UPT JAMBI,ULTG AUR DURI,GITET 500KV NEW AUR DURI
P3BS,UPT JAMBI,ULTG MUARA BUNGO,TRS 150KV BNGKO-SPNUH
P3BS,UPT JAMBI,ULTG MUARA BUNGO,TRS 150KV MBNGO-MTEBO
P3BS,UPT JAMBI,ULTG MUARA BUNGO,TRS 275KV BNGKO-MBNGO
P3BS,UPT JAMBI,ULTG MUARA BUNGO,TRS 150KV MTEBO-MBLAN
P3BS,UPT JAMBI,ULTG MUARA BUNGO,TRS 150KV INCOMER MNGIN
P3BS,UPT JAMBI,ULTG MUARA BUNGO,TRS 275KV LBGAU-BNGKO
P3BS,UPT JAMBI,ULTG MUARA BUNGO,TRS 150KV MNGIN-SPNUH
P3BS,UPT JAMBI,ULTG MUARA BUNGO,TRS 150KV BNGKO-MNGIN
P3BS,UPT JAMBI,ULTG MUARA BUNGO,GI 150 KV MERANGIN
P3BS,UPT JAMBI,ULTG MUARA BUNGO,GI 150KV MERANGIN
P3BS,UPT JAMBI,ULTG MUARA BUNGO,GI 150KV MUARA TEBO
P3BS,UPT JAMBI,ULTG MUARA BUNGO,GI 275KV BANGKO
P3BS,UPT JAMBI,ULTG MUARA BUNGO,GI 150KV MUARO BUNGO
P3BS,UPT JAMBI,ULTG MUARA BUNGO,GI 150KV BANGKO
P3BS,UPT JAMBI,ULTG MUARA BUNGO,GI 150KV SUNGAI PENUH
P3BS,UPT JAMBI,ULTG MUARA BUNGO,GI 275KV MUARO BUNGO
P3BS,UPT MEDAN,ULTG GLUGUR,SKTT 150KV GISLS-TTKNG
P3BS,UPT MEDAN,ULTG GLUGUR,TRS 150KV PPASR-MABAR
P3BS,UPT MEDAN,ULTG GLUGUR,TRS 150KV GLGUR-PGELI
P3BS,UPT MEDAN,ULTG GLUGUR,TRS 150KV TTKNG-SROTN
P3BS,UPT MEDAN,ULTG GLUGUR,TRS 150KV TTKNG-BTAGI
P3BS,UPT MEDAN,ULTG GLUGUR,GI 150KV NAMURAMBE
P3BS,UPT MEDAN,ULTG GLUGUR,GIS 150KV GLUGUR
P3BS,UPT MEDAN,ULTG GLUGUR,GI 150KV TITI KUNING
P3BS,UPT MEDAN,ULTG GLUGUR,GIS 150KV LISTRIK
P3BS,UPT MEDAN,ULTG GLUGUR,GI 150KV SELAYANG
P3BS,UPT MEDAN,ULTG PAYA PASIR,TRS 150KV GIBLW-PPASR
P3BS,UPT MEDAN,ULTG PAYA PASIR,TRS 150KV GIBLW-LBHAN
P3BS,UPT MEDAN,ULTG PAYA PASIR,TRS 150KV GIBLW-SROTN
P3BS,UPT MEDAN,ULTG PAYA PASIR,TRS 150KV GIKIM-SROTN
P3BS,UPT MEDAN,ULTG PAYA PASIR,TRS 150KV LBHAN-LHTMA
P3BS,UPT MEDAN,ULTG PAYA PASIR,GIS 150KV MABAR
P3BS,UPT MEDAN,ULTG PAYA PASIR,GI 150KV PAYA PASIR
P3BS,UPT MEDAN,ULTG PAYA PASIR,GI 150KV BELAWAN
P3BS,UPT MEDAN,ULTG PAYA PASIR,GI 150KV KIM
P3BS,UPT MEDAN,ULTG PAYA PASIR,GI 150KV LAMHOTMA
P3BS,UPT MEDAN,ULTG PAYA PASIR,GI 150KV LABUHAN
P3BS,UPT MEDAN,ULTG SEI ROTAN,GI 150KV TANJUNG MORAWA
P3BS,UPT MEDAN,ULTG SEI ROTAN,TRS 150KV PPASR-SROTN
P3BS,UPT MEDAN,ULTG SEI ROTAN,TRS 150KV SROTN-TBING
P3BS,UPT MEDAN,ULTG SEI ROTAN,TRS 150KV PBUNG-INCOM
P3BS,UPT MEDAN,ULTG SEI ROTAN,TRS 150KV TMORA-SROTN
P3BS,UPT MEDAN,ULTG SEI ROTAN,TRS 150KV TMORA-KNAMU
P3BS,UPT MEDAN,ULTG SEI ROTAN,TRS 150KV DENAI-INCOM
P3BS,UPT MEDAN,ULTG SEI ROTAN,TRS 150KV GLANG-NRMBE
P3BS,UPT MEDAN,ULTG SEI ROTAN,TRS 150KV PBUNG-KNAMU
P3BS,UPT MEDAN,ULTG SEI ROTAN,TRS 150KV GLANG-NDLOK
P3BS,UPT MEDAN,ULTG SEI ROTAN,TRS 150KV TMORA-GLANG
P3BS,UPT MEDAN,ULTG SEI ROTAN,GI 150KV SEI ROTAN
P3BS,UPT MEDAN,ULTG SEI ROTAN,GI 150KV PERBAUNGAN
P3BS,UPT MEDAN,ULTG SEI ROTAN,GI 150KV DENAI
P3BS,UPT MEDAN,ULTG SEI ROTAN,GI 150KV KUALA NAMU
P3BS,UPT MEDAN,ULTG SEI ROTAN,GITET 275KV GALANG
P3BS,UPT MEDAN,ULTG SEI ROTAN,GI 150KV GALANG
P3BS,UPT MEDAN,ULTG SEI ROTAN,GI 150KV NEGERI DOLOK
P3BS,UPT MEDAN,ULTG BINJAI,TRS 150KV PPASR-PGELI
P3BS,UPT MEDAN,ULTG BINJAI,TRS 150KV GIBLW-BNJAI
P3BS,UPT MEDAN,ULTG BINJAI,TRS 150KV PGELI-BNJAI
P3BS,UPT MEDAN,ULTG BINJAI,TRS 150KV NRMBE-TTKNG
P3BS,UPT MEDAN,ULTG BINJAI,TRS 275KV BNJAI-PSUSU
P3BS,UPT MEDAN,ULTG BINJAI,TRS 150KV NRMBE-INCOM
P3BS,UPT MEDAN,ULTG BINJAI,TRS 150KV PGELI-TTKNG
P3BS,UPT MEDAN,ULTG BINJAI,TRS 150KV BNJAI-PBDAN
P3BS,UPT MEDAN,ULTG BINJAI,TRS 150KV SLYNG-NRMBE
P3BS,UPT MEDAN,ULTG BINJAI,TRS 150KV SLYNG-INCOM
P3BS,UPT MEDAN,ULTG BINJAI,TRS 150KV TPURA-INCOM
P3BS,UPT MEDAN,ULTG BINJAI,TRS 275KV BNJAI-GLANG
P3BS,UPT MEDAN,ULTG BINJAI,GI 150KV TANJUNG PURA
P3BS,UPT MEDAN,ULTG BINJAI,GI 150KV BINJAI
P3BS,UPT MEDAN,ULTG BINJAI,GI 150KV PAYA GELI
P3BS,UPT MEDAN,ULTG BINJAI,GI 150KV PANGKALAN BRANDAN
P3BS,UPT MEDAN,ULTG BINJAI,GITET 275KV BINJAI
P3BS,UPT MEDAN,ULTG BINJAI,GITET 275KV PANGKALAN SUSU
P3BS,UPT MEDAN,ULTG NIAS,TRS 70KV GUSIT-TELDA
P3BS,UPT MEDAN,ULTG NIAS,GI 70KV GUNUNG SITOLI
P3BS,UPT MEDAN,ULTG NIAS,GI 70KV GUNUNG SITOLI
P3BS,UPT MEDAN,ULTG NIAS,GI 70KV TELUK DALAM
P3BS,UPT MEDAN,ULTG NIAS,GI 70KV TELUK DALAM
P3BS,UPT PADANG,ULTG BUKIT TINGGI,TRS 150KV MNJAU-PDGLR
P3BS,UPT PADANG,ULTG BUKIT TINGGI,TRS 150KV PDGLR-PYBUH
P3BS,UPT PADANG,ULTG BUKIT TINGGI,TRS 150KV MNJAU-SMPAT
P3BS,UPT PADANG,ULTG BUKIT TINGGI,TRS 150KV PDPJG-BTSKR
P3BS,UPT PADANG,ULTG BUKIT TINGGI,TRS 150KV SMPAT-PSMAN
P3BS,UPT PADANG,ULTG BUKIT TINGGI,GI 150KV MANINJAU
P3BS,UPT PADANG,ULTG BUKIT TINGGI,GI 150KV PADANG LUAR
P3BS,UPT PADANG,ULTG BUKIT TINGGI,GI 150KV PADANG PANJANG
P3BS,UPT PADANG,ULTG BUKIT TINGGI,GI 150KV PASAMAN
P3BS,UPT PADANG,ULTG BUKIT TINGGI,GI 150KV SIMPANG EMPAT
P3BS,UPT PADANG,ULTG KILIRANJAO,TRS 150KV KLJAO-TLKTN
P3BS,UPT PADANG,ULTG KILIRANJAO,TRS 275KV KLJAO-MBNGO
P3BS,UPT PADANG,ULTG KILIRANJAO,TRS 150KV PHI INC GIS OMBLN
P3BS,UPT PADANG,ULTG KILIRANJAO,TRS 150KV SALAK-SOLOK
P3BS,UPT PADANG,ULTG KILIRANJAO,TRS 275KV KLJAO-PYBUH
P3BS,UPT PADANG,ULTG KILIRANJAO,TRS 150KV OMBLN-KLJAO
P3BS,UPT PADANG,ULTG KILIRANJAO,TRS 275KV KLJAO-SRMBI
P3BS,UPT PADANG,ULTG KILIRANJAO,TRS 150KV PLTP MRLBH-MRLBH
P3BS,UPT PADANG,ULTG KILIRANJAO,TRS 275KV SRMBI-MBNGO
P3BS,UPT PADANG,ULTG KILIRANJAO,TRS 150KV MRLBH - SRMBI
P3BS,UPT PADANG,ULTG KILIRANJAO,GI 150KV KILIRAN JAO
P3BS,UPT PADANG,ULTG KILIRANJAO,GI 150KV MUARO LABUH
P3BS,UPT PADANG,ULTG KILIRANJAO,GI 150KV TELUK KUANTAN
P3BS,UPT PADANG,ULTG KILIRANJAO,GI 150KV SALAK
P3BS,UPT PADANG,ULTG KILIRANJAO,GI 150KV SUNGAI RUMBAI
P3BS,UPT PADANG,ULTG KILIRANJAO,GITET 275KV KILIRAN JAO
P3BS,UPT PADANG,ULTG KILIRANJAO,GIS 150KV OMBILIN
P3BS,UPT PADANG,ULTG KILIRANJAO,GITET 275KV SUNGAI RUMBAI
P3BS,UPT PADANG,ULTG PADANG,GI 150KV BUNGUS
P3BS,UPT PADANG,ULTG PADANG,TRS 150KV SOLOK-INDRG
P3BS,UPT PADANG,ULTG PADANG,TRS 150KV BNGUS-INDRG
P3BS,UPT PADANG,ULTG PADANG,TRS 150KV INDRG-PLIMO
P3BS,UPT PADANG,ULTG PADANG,TRS 150KV SHARU-PLIMO
P3BS,UPT PADANG,ULTG PADANG,TRS 150KV PHI INC TLKSR-BNGUS
P3BS,UPT PADANG,ULTG PADANG,TRS 150KV INC TLKSR-KMBNG
P3BS,UPT PADANG,ULTG PADANG,TRS 150KV INC GI TLKSR
P3BS,UPT PADANG,ULTG PADANG,TRS 150KV KMBNG-TAPAN
P3BS,UPT PADANG,ULTG PADANG,TRS 150KV TAPAN-MMUKO
P3BS,UPT PADANG,ULTG PADANG,TRS 150KV PIP-PLIMO
P3BS,UPT PADANG,ULTG PADANG,GI 150KV KAMBANG
P3BS,UPT PADANG,ULTG PADANG,GI 150KV MUKOMUKO
P3BS,UPT PADANG,ULTG PADANG,GI 150KV SEMEN PADANG
P3BS,UPT PADANG,ULTG PADANG,GI 150KV SOLOK
P3BS,UPT PADANG,ULTG PADANG,GI 150KV TAPAN
P3BS,UPT PADANG,ULTG PADANG,GI 150KV TELUK SIRIH
P3BS,UPT PADANG,ULTG PADANG,GI 150KV PAUH LIMO
P3BS,UPT PADANG,ULTG PADANG,GI 150KV INDARUNG
P3BS,UPT PADANG,ULTG PADANG,GIS 150KV SIMPANG HARU
P3BS,UPT PADANG,ULTG PARIAMAN,TRS 150KV INC GI PRMAN
P3BS,UPT PADANG,ULTG PARIAMAN,TRS 150KV MNJAU-LBALG
P3BS,UPT PADANG,ULTG PARIAMAN,TRS 150KV SNKRK-PDPJG
P3BS,UPT PADANG,ULTG PARIAMAN,TRS 150KV INC GI PIP
P3BS,UPT PADANG,ULTG PARIAMAN,TRS 150KV LBALG-PLIMO
P3BS,UPT PADANG,ULTG PARIAMAN,TRS 150KV SNKRK-LBALG
P3BS,UPT PADANG,ULTG PARIAMAN,TRS 150KV LBALG-PIP
P3BS,UPT PADANG,ULTG PARIAMAN,TRS 150KV PRMAN-LBALG
P3BS,UPT PADANG,ULTG PARIAMAN,TRS 150KV MNJAU-PRMAN
P3BS,UPT PADANG,ULTG PARIAMAN,GI 150KV LUBUK ALUNG
P3BS,UPT PADANG,ULTG PARIAMAN,GI 150KV PARIAMAN
P3BS,UPT PADANG,ULTG PARIAMAN,GI 150KV PIP
P3BS,UPT PADANG,ULTG PARIAMAN,GI 150KV SINGKARAK
P3BS,UPT PADANG,ULTG PARIAMAN,PLTA SINGKARAK 3 & 4
P3BS,UPT PADANG,ULTG PARIAMAN,PLTA 150KV SINGKARAK 3 & 4
P3BS,UPT PADANG,ULTG PAYAKUMBUH,GI 150KV BATUSANGKAR
P3BS,UPT PADANG,ULTG PAYAKUMBUH,TRS 150KV OMBLN-BTSKR
P3BS,UPT PADANG,ULTG PAYAKUMBUH,TRS 150KV PAYAKUMBUH INC
P3BS,UPT PADANG,ULTG PAYAKUMBUH,TRS 150KV BTSKR-PYBUH
P3BS,UPT PADANG,ULTG PAYAKUMBUH,TRS 150KV KTPJG-PYBUH
P3BS,UPT PADANG,ULTG PAYAKUMBUH,TRS 275KV PYBUH-NPSDEM
P3BS,UPT PADANG,ULTG PAYAKUMBUH,TRS 275KV PRWNG-PYBUH
P3BS,UPT PADANG,ULTG PAYAKUMBUH,GI 150KV PAYAKUMBUH
P3BS,UPT PADANG,ULTG PAYAKUMBUH,GITET 275KV PAYAKUMBUH
P3BS,UPT PADANG SIDEMPUAN,ULTG KISARAN,TRS 150KV RTPAT-LBLIK
P3BS,UPT PADANG SIDEMPUAN,ULTG KISARAN,TRS 150KV INC PLTA HASANG
P3BS,UPT PADANG SIDEMPUAN,ULTG KISARAN,TRS 150KV KSRAN-RTPAT
P3BS,UPT PADANG SIDEMPUAN,ULTG KISARAN,TRS 150KV TBLAI-KSRAN
P3BS,UPT PADANG SIDEMPUAN,ULTG KISARAN,TRS 150KV TBING-KTJNG
P3BS,UPT PADANG SIDEMPUAN,ULTG KISARAN,TRS 150KV INC GI SMGKE
P3BS,UPT PADANG SIDEMPUAN,ULTG KISARAN,TRS 150KV KTJNG-KSRAN
P3BS,UPT PADANG SIDEMPUAN,ULTG KISARAN,TRS 150KV INCMER-AKNPN
P3BS,UPT PADANG SIDEMPUAN,ULTG KISARAN,TRS 150KV RTPAT-KTPNG
P3BS,UPT PADANG SIDEMPUAN,ULTG KISARAN,GI 150KV KISARAN
P3BS,UPT PADANG SIDEMPUAN,ULTG KISARAN,GI 150KV TEBING TINGGI
P3BS,UPT PADANG SIDEMPUAN,ULTG KISARAN,GI 150KV KUALA TANJUNG
