"uit","upt","ultg","gi"
UITJBM,UPT SURABAYA,ULTG SURABAYA SELATAN,GI 150KV SIDOARJO
UITJBM,UPT SURABAYA,ULTG SURABAYA SELATAN,GI 70KV BUDURAN
UITJBM,UPT SURABAYA,ULTG SURABAYA SELATAN,GI 70KV BUDURAN
UITJBM,UPT SURABAYA,ULTG SURABAYA SELATAN,GI 70KV MASPION
UITJBM,UPT SURABAYA,ULTG SURABAYA SELATAN,GI 70KV MASPION
UITJBM,UPT SURABAYA,ULTG SURABAYA SELATAN,GIS 150KV WARU
UITJBM,UPT SURABAYA,ULTG SURABAYA SELATAN,GIS 150KV WARU
UITJBM,UPT SURABAYA,ULTG SURABAYA SELATAN,GI 150KV ISPATINDO
UITJBM,UPT SURABAYA,ULTG SURABAYA SELATAN,GIS 150KV DARMOGRANDE
UITJBM,UPT SURABAYA,ULTG SURABAYA SELATAN,GIS 150KV DARMOGRANDE
UITJBM,UPT SURABAYA,ULTG SURABAYA SELATAN,GI 70KV ISPATINDO
UITJBM,UPT SURABAYA,ULTG SURABAYA SELATAN,GI 150KV HANIL JAYA
UITJBM,UPT SURABAYA,ULTG SURABAYA SELATAN,GIS 150KV GUNUNGSARI
UITJBM,UPT SURABAYA,ULTG SURABAYA SELATAN,GIS 150KV GUNUNGSARI
UITJBM,UPT SURABAYA,ULTG SURABAYA SELATAN,GIS 150KV BUDURAN
UITJBM,UPT SURABAYA,ULTG SURABAYA SELATAN,GIS 150KV BUDURAN
UITJBM,UPT SURABAYA,ULTG SURABAYA SELATAN,GI 150KV RUNGKUT
UITJBT,UPT BANDUNG,ULTG BANDUNG SELATAN,GI 150KV BANDUNG SELATAN
UITJBT,UPT BANDUNG,ULTG BANDUNG SELATAN,GI 150KV LAGADAR
UITJBT,UPT BANDUNG,ULTG BANDUNG SELATAN,TRS 150KV BANDUNG SELATAN-DAYEUHKOLOT
UITJBT,UPT BANDUNG,ULTG BANDUNG SELATAN,GI 150KV PATUHA
UITJBT,UPT BANDUNG,ULTG BANDUNG SELATAN,GI 150KV WAYANG WINDU
UITJBT,UPT BANDUNG,ULTG BANDUNG SELATAN,GI 30KV PLENGAN
UITJBT,UPT BANDUNG,ULTG BANDUNG SELATAN,GI 70KV BANDUNG TIMUR
UITJBT,UPT BANDUNG,ULTG BANDUNG SELATAN,GI 70KV CIKALONG
UITJBT,UPT BANDUNG,ULTG BANDUNG SELATAN,GI 70KV LAMAJAN
UITJBT,UPT BANDUNG,ULTG BANDUNG SELATAN,GI 70KV SANTOSA
UITJBT,UPT BANDUNG,ULTG BANDUNG SELATAN,GI 70KV WAYANG WINDU
UITJBT,UPT BANDUNG,ULTG BANDUNG SELATAN,GITET 500KV BANDUNG SELATAN
UITJBT,UPT BANDUNG,ULTG BANDUNG BARAT,GI 150KV BANDUNG UTARA
UITJBT,UPT BANDUNG,ULTG BANDUNG BARAT,GI 150KV CIANJUR
UITJBT,UPT BANDUNG,ULTG BANDUNG BARAT,GI 150KV CIBEUREUM BARU
UITJBT,UPT BANDUNG,ULTG BANDUNG BARAT,GI 150KV CIGERELENG
UITJBT,UPT BANDUNG,ULTG BANDUNG BARAT,TRS 150KV DAYEUHKOLOT-CIGERELENG
UITJBT,UPT BANDUNG,ULTG BANDUNG BARAT,TRS 150KV CIGERELENG-SUKALUYU
UITJBT,UPT BANDUNG,ULTG BANDUNG BARAT,TRS 150KV SUKALUYU-RAJAMANDALA-CIANJUR
UITJBT,UPT BANDUNG,ULTG BANDUNG BARAT,TRS 150KV CIANJUR-SUKALUYU
UITJBT,UPT BANDUNG,ULTG BANDUNG BARAT,GI 150KV PADALARANG BARU
UITJBT,UPT BANDUNG,ULTG BANDUNG BARAT,GI 150KV PANASIA
UITJBT,UPT BANDUNG,ULTG BANDUNG BARAT,GI 150KV RAJAMANDALA
UITJBT,UPT BANDUNG,ULTG BANDUNG BARAT,GI 150KV SUKALUYU
UITJBT,UPT BANDUNG,ULTG BANDUNG BARAT,GI 70KV BENGKOK
UITJBT,UPT BANDUNG,ULTG BANDUNG BARAT,GI 70KV CIANJUR
UITJBT,UPT BANDUNG,ULTG BANDUNG BARAT,GI 70KV CIGERELENG
UITJBT,UPT BANDUNG,ULTG BANDUNG BARAT,GISTET 500KV SAGULING
UITJBT,UPT BANDUNG,ULTG BANDUNG BARAT,GIS 150KV CIBABAT
UITJBT,UPT BANDUNG,ULTG BANDUNG BARAT,GIS 150KV KIARACONDONG
UITJBT,UPT BANDUNG,ULTG BANDUNG BARAT,GIS 150KV DAYEUHKOLOT
UITJBT,UPT BANDUNG,ULTG BANDUNG BARAT,GIS 150KV CIBABAT BARU
UITJBT,UPT BANDUNG,ULTG BANDUNG BARAT,GIS 150KV BRAGA
UITJBT,UPT BANDUNG,ULTG BANDUNG BARAT,GITET 500KV PLTA SAGULING
UITJBT,UPT BANDUNG,ULTG BANDUNG TIMUR,GI 150KV CIKASUNGKA
UITJBT,UPT BANDUNG,ULTG BANDUNG TIMUR,GI 150KV DAGOPAKAR
UITJBT,UPT BANDUNG,ULTG BANDUNG TIMUR,GI 150KV NEW RANCAKASUMBA
UITJBT,UPT BANDUNG,ULTG BANDUNG TIMUR,TRS 150KV UJUNGBERUNG-BANDUNG TIMUR
UITJBT,UPT BANDUNG,ULTG BANDUNG TIMUR,TRS 150KV RANCAEKEK-JATIGEDE
UITJBT,UPT BANDUNG,ULTG BANDUNG TIMUR,GI 150KV RANCAEKEK
UITJBT,UPT BANDUNG,ULTG BANDUNG TIMUR,GI 150KV RANCAKASUMBA
UITJBT,UPT BANDUNG,ULTG BANDUNG TIMUR,GI 150KV UJUNGBERUNG
UITJBT,UPT BANDUNG,ULTG BANDUNG TIMUR,GI 70KV MAJALAYA
UITJBT,UPT BANDUNG,ULTG BANDUNG TIMUR,GI 70KV SUMEDANG
UITJBT,UPT BANDUNG,ULTG BANDUNG TIMUR,GI 70KV UJUNGBERUNG
UITJBT,UPT BANDUNG,ULTG BANDUNG TIMUR,GITET 500KV NEW UJUNGBERUNG
UITJBT,UPT BANDUNG,ULTG BANDUNG TIMUR,GIS 150KV BANDUNG TIMUR
UITJBT,UPT BANDUNG,ULTG BANDUNG TIMUR,GIS 150KV GEDEBAGE
UITJBT,UPT BEKASI,ULTG BEKASI,GI 150KV CIKARANG
UITJBT,UPT BEKASI,ULTG BEKASI,GI 150KV CIKARANG LISTRINDO (PT CL)
UITJBT,UPT BEKASI,ULTG BEKASI,GI 150KV FAJAR
UITJBT,UPT BEKASI,ULTG BEKASI,GI 150KV GANDAMEKAR
UITJBT,UPT BEKASI,ULTG BEKASI,GI 150KV JABABEKA
UITJBT,UPT BEKASI,ULTG BEKASI,GI 150KV MUARATAWAR
UITJBT,UPT BEKASI,ULTG BEKASI,TRS 150KV CIBATU-CILEUNGSI
UITJBT,UPT BEKASI,ULTG BEKASI,TRS 150KV MARGAHAYU-PONCOL BARU
UITJBT,UPT BEKASI,ULTG BEKASI,GI 150KV PLTGU BEKASI POWER
UITJBT,UPT BEKASI,ULTG BEKASI,GI 150KV PONCOL BARU
UITJBT,UPT BEKASI,ULTG BEKASI,GI 150KV RAJAPAKSI
UITJBT,UPT BEKASI,ULTG BEKASI,GI 70KV PONCOL
UITJBT,UPT BEKASI,ULTG BEKASI,GI 70KV TAMBUN
UITJBT,UPT BEKASI,ULTG BEKASI,GI 70KV TOYOGIRI
UITJBT,UPT BEKASI,ULTG BEKASI,GI 150KV TAMBUN
UITJBT,UPT BEKASI,ULTG BEKASI,GITET 500KV MUARATAWAR
UITJBT,UPT BEKASI,ULTG BEKASI,GISTET 500KV NEW TAMBUN
UITJBT,UPT BEKASI,ULTG BEKASI,GIS 150KV MARGAHAYU
UITJBT,UPT BEKASI,ULTG BEKASI,GIS 150KV NEW TAMBUN
UITJBT,UPT BEKASI,ULTG CIKARANG,GI 150KV CIBATU
UITJBT,UPT BEKASI,ULTG CIKARANG,GI 150KV CIKARANG LIPPO
UITJBT,UPT BEKASI,ULTG CIKARANG,GI 150KV CILEUNGSI
UITJBT,UPT BEKASI,ULTG CIKARANG,GI 150KV HANKOOK
UITJBT,UPT BEKASI,ULTG CIKARANG,GI 150KV JUISHIN
UITJBT,UPT BEKASI,ULTG CIKARANG,GI 150KV MARGAKARYA
UITJBT,UPT BEKASI,ULTG CIKARANG,GI 150KV MEKARSARI
UITJBT,UPT BEKASI,ULTG CIKARANG,GI 150KV PINAYUNGAN
UITJBT,UPT BEKASI,ULTG CIKARANG,GI 150KV SUKAMAHI
UITJBT,UPT BEKASI,ULTG CIKARANG,GI 150KV SUZUKI (HYBRID)
UITJBT,UPT BEKASI,ULTG CIKARANG,GI 150KV TAMAN MEKAR
UITJBT,UPT BEKASI,ULTG CIKARANG,GI 150KV TEGALHERANG
UITJBT,UPT BEKASI,ULTG CIKARANG,GITET 500KV CIBATU
UITJBT,UPT BOGOR,ULTG BOGOR,GI 150KV BOGOR BARU
UITJBT,UPT BOGOR,ULTG BOGOR,GI 150KV BOJONG GEDE
UITJBT,UPT BOGOR,ULTG BOGOR,GI 150KV BUNAR BARU
UITJBT,UPT BOGOR,ULTG BOGOR,GI 150KV CIAWI
UITJBT,UPT BOGOR,ULTG BOGOR,GI 150KV CIBINONG
UITJBT,UPT BOGOR,ULTG BOGOR,GI 150KV ITP
UITJBT,UPT BOGOR,ULTG BOGOR,GI 150KV KEDUNGBADAK
UITJBT,UPT BOGOR,ULTG BOGOR,TRS 150KV KEDUNG BADAK-BOGOR KOTA
UITJBT,UPT BOGOR,ULTG BOGOR,TRS 150KV LEMBURSITU-CIANJUR
UITJBT,UPT BOGOR,ULTG BOGOR,GI 150KV SEMEN BARU
UITJBT,UPT BOGOR,ULTG BOGOR,GI 150KV SENTUL
UITJBT,UPT BOGOR,ULTG BOGOR,GI 30KV CIPOHO
UITJBT,UPT BOGOR,ULTG BOGOR,GI 70KV BOGOR BARU
UITJBT,UPT BOGOR,ULTG BOGOR,GI 70KV BUNAR
UITJBT,UPT BOGOR,ULTG BOGOR,GI 70KV CIAWI
UITJBT,UPT BOGOR,ULTG BOGOR,GI 70KV CIBINONG
UITJBT,UPT BOGOR,ULTG BOGOR,GI 70KV CILEUNGSI
UITJBT,UPT BOGOR,ULTG BOGOR,GI 70KV KEDUNGBADAK
UITJBT,UPT BOGOR,ULTG BOGOR,GI 70KV KRACAK
UITJBT,UPT BOGOR,ULTG BOGOR,GI 70KV LEMBURSITU
UITJBT,UPT BOGOR,ULTG BOGOR,GI 70KV SEMEN BARU
UITJBT,UPT BOGOR,ULTG BOGOR,GI 70KV SEMEN LAMA
UITJBT,UPT BOGOR,ULTG BOGOR,GITET 500KV CIBINONG
UITJBT,UPT BOGOR,ULTG BOGOR,GIS 150KV BOGOR KOTA
UITJBT,UPT BOGOR,ULTG BOGOR,GIS 150KV KATULAMPA
UITJBT,UPT BOGOR,ULTG SUKABUMI,GI 150KV CIBADAK BARU
UITJBT,UPT BOGOR,ULTG SUKABUMI,GI 150KV LEMBURSITU
UITJBT,UPT BOGOR,ULTG SUKABUMI,GI 150KV SEMEN JAWA
UITJBT,UPT BOGOR,ULTG SUKABUMI,GI 70KV CIBADAK BARU
UITJBT,UPT BOGOR,ULTG SUKABUMI,GI 70KV PELABUHAN RATU
UITJBT,UPT BOGOR,ULTG SUKABUMI,GI 70KV UBRUG
UITJBT,UPT BOGOR,ULTG SUKABUMI,GIS 150KV GUNUNG SALAK BARU
UITJBT,UPT BOGOR,ULTG SUKABUMI,GIS 150KV GUNUNG SALAK LAMA
UITJBT,UPT BOGOR,ULTG SUKABUMI,GIS 150KV PLTU PELABUHAN RATU
UITJBT,UPT CIREBON,ULTG CIREBON,GI 150KV ARJAWINANGUN BARU
UITJBT,UPT CIREBON,ULTG CIREBON,GI 150KV KANCI
UITJBT,UPT CIREBON,ULTG CIREBON,GI 150KV MANDIRANCAN
UITJBT,UPT CIREBON,ULTG CIREBON,TRS 150KV PLTU CIREBON-KANCI
UITJBT,UPT CIREBON,ULTG CIREBON,TRS 150KV KANCI-BREBES
UITJBT,UPT CIREBON,ULTG CIREBON,TRS 500KV MANDIRANCAN-INDRAMAYU
UITJBT,UPT CIREBON,ULTG CIREBON,"TRS 500KV MANDIRANCAN-PEMALANG#3,4"
UITJBT,UPT CIREBON,ULTG CIREBON,TRS 150KV SUNYARAGI-CANGKRING BARU
UITJBT,UPT CIREBON,ULTG CIREBON,GI 150KV PLTA JATIGEDE
UITJBT,UPT CIREBON,ULTG CIREBON,GI 150KV PLTU CIREBON
UITJBT,UPT CIREBON,ULTG CIREBON,GI 150KV SUNYARAGI
UITJBT,UPT CIREBON,ULTG CIREBON,GI 70KV ARJAWINANGUN
UITJBT,UPT CIREBON,ULTG CIREBON,GI 70KV BABAKAN
UITJBT,UPT CIREBON,ULTG CIREBON,GI 70KV CANGKRING
UITJBT,UPT CIREBON,ULTG CIREBON,GI 70KV KADIPATEN
UITJBT,UPT CIREBON,ULTG CIREBON,GI 70KV KUNINGAN
UITJBT,UPT CIREBON,ULTG CIREBON,GI 70KV PARAKAN
UITJBT,UPT CIREBON,ULTG CIREBON,GI 70KV SEMENPALIMANAN
UITJBT,UPT CIREBON,ULTG CIREBON,GI 70KV SUNYARAGI
UITJBT,UPT CIREBON,ULTG CIREBON,GITET 500KV MANDIRANCAN
UITJBT,UPT CIREBON,ULTG CIREBON,GIS 150KV CANGKRING BARU
UITJBT,UPT CIREBON,ULTG CIREBON,GI 150KV NEW KADIPATEN
UITJBT,UPT CIREBON,ULTG CIREBON,GITET 500KV PLTU CIREBON
UITJBT,UPT CIREBON,ULTG GARUT,GI 150KV DARAJAT
UITJBT,UPT CIREBON,ULTG GARUT,GI 150KV DARAJAT SWASTA
UITJBT,UPT CIREBON,ULTG GARUT,GI 150KV GARUT
UITJBT,UPT CIREBON,ULTG GARUT,GI 150KV KAMOJANG
UITJBT,UPT CIREBON,ULTG GARUT,GI 150KV KAMOJANG SWASTA
UITJBT,UPT CIREBON,ULTG GARUT,TRS 150KV DARAJAT-SEG
UITJBT,UPT CIREBON,ULTG GARUT,GI 70KV MALANGBONG
UITJBT,UPT CIREBON,ULTG GARUT,GI 70KV PAMEUNGPEUK
UITJBT,UPT CIREBON,ULTG GARUT,GI 70KV SUMADRA
UITJBT,UPT CIREBON,ULTG GARUT,GI PLTP 150KV KARAHA BODAS
UITJBT,UPT CIREBON,ULTG GARUT,GI UNIT 150KV 4 PGE
UITJBT,UPT CIREBON,ULTG CIAMIS,GI 150KV BANJAR
UITJBT,UPT CIREBON,ULTG CIAMIS,GI 150KV KARANGNUNGGAL
UITJBT,UPT CIREBON,ULTG CIAMIS,GI 150KV TASIKMALAYA
UITJBT,UPT CIREBON,ULTG CIAMIS,GI 150KV TASIKMALAYA BARU
UITJBT,UPT CIREBON,ULTG CIAMIS,GI 70KV BANJAR
UITJBT,UPT CIREBON,ULTG CIAMIS,GI 70KV PANGANDARAN
UITJBT,UPT CIREBON,ULTG CIAMIS,GI 70KV TASIKMALAYA
UITJBT,UPT CIREBON,ULTG CIAMIS,GITET 500KV TASIKMALAYA
UITJBT,UPT CIREBON,ULTG CIAMIS,GI 150KV CIAMIS
UITJBT,UPT CIREBON,ULTG JATIBARANG,GI 150KV CIKEDUNG
UITJBT,UPT CIREBON,ULTG JATIBARANG,GI 150KV HAURGEULIS
UITJBT,UPT CIREBON,ULTG JATIBARANG,GI 150KV JATIBARANG
UITJBT,UPT CIREBON,ULTG JATIBARANG,GI 150KV PLTU INDRAMAYU
UITJBT,UPT CIREBON,ULTG JATIBARANG,GI 70KV INDRAMAYU
UITJBT,UPT CIREBON,ULTG JATIBARANG,GI 70KV JATIBARANG
UITJBT,UPT CIREBON,ULTG JATIBARANG,GITET 500KV INDRAMAYU
UITJBT,UPT KARAWANG,ULTG KARAWANG,GI 150KV DAWUAN
UITJBT,UPT KARAWANG,ULTG KARAWANG,GI 150KV DELTAMAS
UITJBT,UPT KARAWANG,ULTG KARAWANG,GI 150KV INDOLIBERTY
UITJBT,UPT KARAWANG,ULTG KARAWANG,GI 150KV KIARAPAYUNG
UITJBT,UPT KARAWANG,ULTG KARAWANG,GI 150KV KOSAMBI BARU
UITJBT,UPT KARAWANG,ULTG KARAWANG,GI 150KV KUTAMEKAR
UITJBT,UPT KARAWANG,ULTG KARAWANG,GI 150KV MALIGI
UITJBT,UPT KARAWANG,ULTG KARAWANG,GI 150KV PARUNGMULYA
UITJBT,UPT KARAWANG,ULTG KARAWANG,GI 150KV PERURI
UITJBT,UPT KARAWANG,ULTG KARAWANG,GI 150KV SUKAMANDI
UITJBT,UPT KARAWANG,ULTG KARAWANG,GI 150KV SUKATANI GOBEL
UITJBT,UPT KARAWANG,ULTG KARAWANG,GI 150KV TELUKJAMBE
UITJBT,UPT KARAWANG,ULTG KARAWANG,GI 70KV KOSAMBI BARU
UITJBT,UPT KARAWANG,ULTG KARAWANG,GI 70KV PINDODELI
UITJBT,UPT KARAWANG,ULTG KARAWANG,GI 70KV RENGASDENGKLOK
UITJBT,UPT KARAWANG,ULTG KARAWANG,GISTET 500KV SUKATANI
UITJBT,UPT KARAWANG,ULTG KARAWANG,GITET 500KV CILAMAYA
UITJBT,UPT KARAWANG,ULTG KARAWANG,GI 150KV TRAKSI WALINI
UITJBT,UPT KARAWANG,ULTG KARAWANG,GIS 150KV SUKATANI
UITJBT,UPT KARAWANG,ULTG KARAWANG,GITET 500KV DELTAMAS
UITJBT,UPT KARAWANG,ULTG KARAWANG,GI 150KV TAMAN MEKAR
UITJBT,UPT KARAWANG,ULTG KARAWANG,GI 150KV TRAKSI KARAWANG
UITJBT,UPT KARAWANG,ULTG PURWAKARTA,GI 150KV CIKUMPAY
UITJBT,UPT KARAWANG,ULTG PURWAKARTA,GI 150KV CIRATA BARU
UITJBT,UPT KARAWANG,ULTG PURWAKARTA,GI 150KV JATILUHUR
UITJBT,UPT KARAWANG,ULTG PURWAKARTA,GI 150KV PABUARAN
UITJBT,UPT KARAWANG,ULTG PURWAKARTA,TRS 150KV CIKUMPAY-INDORAMA
UITJBT,UPT KARAWANG,ULTG PURWAKARTA,GI 150KV PURWAKARTA
UITJBT,UPT KARAWANG,ULTG PURWAKARTA,GI 150KV TATA JABAR
UITJBT,UPT KARAWANG,ULTG PURWAKARTA,GI 70KV CIGANEA
UITJBT,UPT KARAWANG,ULTG PURWAKARTA,GI 70KV CIRATA BARU
UITJBT,UPT KARAWANG,ULTG PURWAKARTA,GI 70KV INDACI
UITJBT,UPT KARAWANG,ULTG PURWAKARTA,GI 70KV INDOBHARAT
UITJBT,UPT KARAWANG,ULTG PURWAKARTA,GI 70KV INDORAMA
UITJBT,UPT KARAWANG,ULTG PURWAKARTA,GI 70KV PURWAKARTA
UITJBT,UPT KARAWANG,ULTG PURWAKARTA,GI 70KV SOUTHPACIFIK
UITJBT,UPT KARAWANG,ULTG PURWAKARTA,GI 70KV SUBANG
UITJBT,UPT KARAWANG,ULTG PURWAKARTA,GITET 500KV CIRATA
UITJBT,UPT KARAWANG,ULTG PURWAKARTA,GITET 500KV PLTA CIRATA
UITJBT,UPT KARAWANG,ULTG PURWAKARTA,GI 150KV PLTS
UITJBT,UPT KARAWANG,ULTG BEKASI,GI 150KV CIKARANG
UITJBT,UPT KARAWANG,ULTG BEKASI,GI 150KV CIKARANG LISTRINDO (PT CL)
UITJBT,UPT KARAWANG,ULTG BEKASI,GI 150KV FAJAR
UITJBT,UPT KARAWANG,ULTG BEKASI,GI 150KV GANDAMEKAR
UITJBT,UPT KARAWANG,ULTG BEKASI,GI 150KV JABABEKA
UITJBT,UPT KARAWANG,ULTG BEKASI,GI 150KV TAMBUN
UITJBT,UPT KARAWANG,ULTG BEKASI,GI 70KV PONCOL
UITJBT,UPT KARAWANG,ULTG BEKASI,GI 70KV TOYOGIRI
UITJBT,UPT KARAWANG,ULTG BEKASI,GI 150KV PONCOL BARU
UITJBT,UPT KARAWANG,ULTG BEKASI,GI 70KV TAMBUN
UITJBT,UPT KARAWANG,ULTG BEKASI,GITET 500KV MUARATAWAR
UITJBT,UPT KARAWANG,ULTG BEKASI,GISTET 500KV NEW TAMBUN
UITJBT,UPT KARAWANG,ULTG BEKASI,GI 150KV PLTGU BEKASI POWER
UITJBT,UPT KARAWANG,ULTG BEKASI,GI 150KV RAJAPAKSI
UITJBT,UPT KARAWANG,ULTG BEKASI,GIS 150KV NEW TAMBUN
UITJBT,UPT KARAWANG,ULTG CIKARANG,GI 150KV CIBATU
UITJBT,UPT KARAWANG,ULTG CIKARANG,GI 150KV CIKARANG LIPPO
UITJBT,UPT KARAWANG,ULTG CIKARANG,GI 150KV CILEUNGSI
UITJBT,UPT KARAWANG,ULTG CIKARANG,GI 150KV JUISHIN
UITJBT,UPT KARAWANG,ULTG CIKARANG,GI 150KV MARGAKARYA
UITJBT,UPT KARAWANG,ULTG CIKARANG,GI 150KV MEKARSARI
UITJBT,UPT KARAWANG,ULTG CIKARANG,GI 150KV HANKOOK
UITJBT,UPT KARAWANG,ULTG CIKARANG,GITET 500KV CIBATU
UITJBT,UPT KARAWANG,ULTG CIKARANG,GI 150KV PINAYUNGAN
UITJBT,UPT KARAWANG,ULTG CIKARANG,GI 150KV TEGALHERANG
UITJBT,UPT KARAWANG,ULTG CIKARANG,GI 150KV SUZUKI (HYBRID)
UITJBT,UPT PURWOKERTO,ULTG TEGAL,GI 150KV BALAPULANG
UITJBT,UPT PURWOKERTO,ULTG TEGAL,GI 150KV BANYUPUTIH
UITJBT,UPT PURWOKERTO,ULTG TEGAL,GI 150KV BATANG NEW
UITJBT,UPT PURWOKERTO,ULTG TEGAL,GI 150KV BREBES
UITJBT,UPT PURWOKERTO,ULTG TEGAL,GI 150KV BUMIAYU
UITJBT,UPT PURWOKERTO,ULTG TEGAL,GI 150KV COMAL
UITJBT,UPT PURWOKERTO,ULTG TEGAL,GI 150KV KEBASEN
UITJBT,UPT PURWOKERTO,ULTG TEGAL,TRS 500KV MANDIRANCAN-UNGARAN
UITJBT,UPT PURWOKERTO,ULTG TEGAL,TRS 150KV PEMALANG-TARUB
UITJBT,UPT PURWOKERTO,ULTG TEGAL,TRS 150KV TARUB-KEBASEN
UITJBT,UPT PURWOKERTO,ULTG TEGAL,"TRS 500KV MANDIRANCAN-PEMALANG#3,4"
UITJBT,UPT PURWOKERTO,ULTG TEGAL,GI 150KV PEKALONGAN
UITJBT,UPT PURWOKERTO,ULTG TEGAL,GI 150KV PEMALANG
UITJBT,UPT PURWOKERTO,ULTG TEGAL,GI 150KV TARUB
UITJBT,UPT PURWOKERTO,ULTG TEGAL,GISTET 500KV PLTU CENTRAL JAVA
UITJBT,UPT PURWOKERTO,ULTG TEGAL,GI 150KV BATANG
UITJBT,UPT PURWOKERTO,ULTG TEGAL,GITET 500KV PEMALANG
UITJBT,UPT PURWOKERTO,ULTG PURWOKERTO,GI 150KV KALIBAKAL
UITJBT,UPT PURWOKERTO,ULTG PURWOKERTO,GI 150KV KESUGIHAN
UITJBT,UPT PURWOKERTO,ULTG PURWOKERTO,GI 150KV LOMANIS
UITJBT,UPT PURWOKERTO,ULTG PURWOKERTO,GI 150KV MAJENANG
UITJBT,UPT PURWOKERTO,ULTG PURWOKERTO,GI 150KV PLTU CILACAP
UITJBT,UPT PURWOKERTO,ULTG PURWOKERTO,GI 150KV PURBALINGGA
UITJBT,UPT PURWOKERTO,ULTG PURWOKERTO,GI 150KV RAWALO
UITJBT,UPT PURWOKERTO,ULTG PURWOKERTO,GI 150KV SEMENNUSANTARA
UITJBT,UPT PURWOKERTO,ULTG PURWOKERTO,GI 150KV STAR
UITJBT,UPT PURWOKERTO,ULTG PURWOKERTO,GI 30KV KETENGER
UITJBT,UPT PURWOKERTO,ULTG PURWOKERTO,GI 70KV LOMANIS
UITJBT,UPT PURWOKERTO,ULTG PURWOKERTO,GITET 500KV KESUGIHAN
UITJBT,UPT PURWOKERTO,ULTG PURWOKERTO,GISTET 500KV ADIPALA
UITJBT,UPT PURWOKERTO,ULTG PURWOKERTO,GITET 500KV CILACAP
UITJBT,UPT PURWOKERTO,ULTG WONOSOBO,GI 150KV DIENG
UITJBT,UPT PURWOKERTO,ULTG WONOSOBO,GI 150KV GARUNG
UITJBT,UPT PURWOKERTO,ULTG WONOSOBO,GI 150KV GOMBONG
UITJBT,UPT PURWOKERTO,ULTG WONOSOBO,GI 150KV KEBUMEN
UITJBT,UPT PURWOKERTO,ULTG WONOSOBO,GI 150KV MRICA
UITJBT,UPT PURWOKERTO,ULTG WONOSOBO,GI 150KV PLTA MRICA
UITJBT,UPT PURWOKERTO,ULTG WONOSOBO,GI 150KV PLTP GEODIPA
UITJBT,UPT PURWOKERTO,ULTG WONOSOBO,GI 150KV TEMANGGUNG
UITJBT,UPT PURWOKERTO,ULTG WONOSOBO,GI 150KV WADASLINTANG
UITJBT,UPT PURWOKERTO,ULTG WONOSOBO,GI 150KV WONOSOBO
UITJBT,UPT SALATIGA,ULTG YOGYAKARTA,GI 150KV BANTUL
UITJBT,UPT SALATIGA,ULTG YOGYAKARTA,GI 150KV GODEAN
UITJBT,UPT SALATIGA,ULTG YOGYAKARTA,GI 150KV KALASAN
UITJBT,UPT SALATIGA,ULTG YOGYAKARTA,GI 150KV KENTUNGAN
UITJBT,UPT SALATIGA,ULTG YOGYAKARTA,GI 150KV KLATEN
UITJBT,UPT SALATIGA,ULTG YOGYAKARTA,GI 150KV PURWOREJO
UITJBT,UPT SALATIGA,ULTG YOGYAKARTA,GI 150KV WATES
UITJBT,UPT SALATIGA,ULTG YOGYAKARTA,GI 150KV MEDARI
UITJBT,UPT SALATIGA,ULTG YOGYAKARTA,GI 150KV SEMANU
UITJBT,UPT SALATIGA,ULTG YOGYAKARTA,GIS 150KV GEJAYAN
UITJBT,UPT SALATIGA,ULTG YOGYAKARTA,GIS 150KV WIROBRAJAN
UITJBT,UPT SALATIGA,ULTG SALATIGA,GI 150KV AMPEL
UITJBT,UPT SALATIGA,ULTG SALATIGA,GI 150KV BRINGIN
UITJBT,UPT SALATIGA,ULTG SALATIGA,GI 150KV JELOK
UITJBT,UPT SALATIGA,ULTG SALATIGA,GI 150KV MOJOSONGO
UITJBT,UPT SALATIGA,ULTG SALATIGA,GI 150KV SANGGRAHAN
UITJBT,UPT SALATIGA,ULTG SALATIGA,GI 150KV SECANG
UITJBT,UPT SALATIGA,ULTG SALATIGA,GI 30KV PLTA JELOK
UITJBT,UPT SALATIGA,ULTG SALATIGA,GI 150KV BAWEN
UITJBT,UPT SALATIGA,ULTG SALATIGA,GI 30KV PLTA TIMO
UITJBT,UPT SALATIGA,ULTG SALATIGA,GI 150KV BANYUDONO
UITJBT,UPT SALATIGA,ULTG SALATIGA,GI 150KV BOYOLALI
UITJBT,UPT SALATIGA,ULTG SALATIGA,GITET 500KV BOYOLALI
UITJBT,UPT SALATIGA,ULTG SURAKARTA,GI 150KV GONDANGREJO
UITJBT,UPT SALATIGA,ULTG SURAKARTA,GI 150KV JAJAR
UITJBT,UPT SALATIGA,ULTG SURAKARTA,GI 150KV MASARAN
UITJBT,UPT SALATIGA,ULTG SURAKARTA,GI 150KV NGUNTORONADI
UITJBT,UPT SALATIGA,ULTG SURAKARTA,GI 150KV PALUR
UITJBT,UPT SALATIGA,ULTG SURAKARTA,GI 150KV PEDAN
UITJBT,UPT SALATIGA,ULTG SURAKARTA,GI 150KV RAYON UTAMA MAKMUR
UITJBT,UPT SALATIGA,ULTG SURAKARTA,GI 150KV SOLOBARU
UITJBT,UPT SALATIGA,ULTG SURAKARTA,GI 150KV SRAGEN
UITJBT,UPT SALATIGA,ULTG SURAKARTA,GI 150KV WONOGIRI
UITJBT,UPT SALATIGA,ULTG SURAKARTA,GITET 500KV PEDAN
